DayOrder,DayOfWeekStr,starttime,endtime,permit,PermitLocation,locationid,scheduleid,start24,end24,CNN,Addr_Date_Create,Addr_Date_Modified,block,lot,ColdTruck,Applicant,X,Y,Latitude,Longitude,Location
4,Thursday,9AM,10AM,18MFF-0045,180 REDWOOD ST,1181505,,9:00,10:00,10955000,04/13/2011 12:54:43 PM,04/13/2011 12:56:20 PM,766,13,Y,John's Catering #5,6006840.402,2112413.13,37.78067035,-122.419953,"(37.7806703489639, -122.419953009575)"
2,Tuesday,12PM,1PM,18MFF-0045,2157 BRYANT ST,1181513,,12:00,13:00,3309000,04/13/2011 03:08:16 PM,04/13/2011 03:08:35 PM,4080,65,Y,John's Catering #5,6009599.518,2104736.277,37.75974655,-122.4098658,"(37.7597465483315, -122.409865798217)"
5,Friday,9AM,10AM,18MFF-0045,2010 HARRISON ST,1181504,,9:00,10:00,6745000,04/13/2011 12:51:16 PM,04/13/2011 12:51:32 PM,3767,79,Y,John's Catering #5,6008690.113,2106718.368,37.76513791,-122.4131511,"(37.7651379061087, -122.413151147372)"
2,Tuesday,8AM,9AM,18MFF-0045,1003 TURK ST,1181510,,8:00,9:00,12726000,04/13/2011 03:04:03 PM,04/13/2011 03:04:38 PM,759,1,Y,John's Catering #5,6005214.357,2112663.541,37.78126617,-122.4255961,"(37.7812661735253, -122.425596113366)"
4,Thursday,12PM,1PM,18MFF-0045,2157 BRYANT ST,1181513,,12:00,13:00,3309000,04/13/2011 03:08:16 PM,04/13/2011 03:08:35 PM,4080,65,Y,John's Catering #5,6009599.518,2104736.277,37.75974655,-122.4098658,"(37.7597465483315, -122.409865798217)"
4,Thursday,9AM,10AM,18MFF-0045,610 BRANNAN ST,1181502,,9:00,10:00,3081000,04/13/2011 12:48:19 PM,04/13/2011 12:48:33 PM,3778,47,Y,John's Catering #5,6012838.449,2110730.28,37.77638572,-122.3990846,"(37.7763857241625, -122.399084594728)"
3,Wednesday,10AM,11AM,18MFF-0045,251 11TH ST,1181516,,10:00,11:00,513000,04/13/2011 03:23:38 PM,04/13/2011 03:24:07 PM,3517,15,Y,John's Catering #5,6008300.489,2109398.599,37.77247531,-122.4146885,"(37.7724753140911, -122.414688457015)"
5,Friday,11AM,2PM,18MFF-0045,2200 HAYES ST,1181512,,11:00,14:00,6834000,04/13/2011 03:07:21 PM,04/13/2011 03:07:42 PM,1191,39,Y,John's Catering #5,5997325.914,2109872.578,37.77315403,-122.4526846,"(37.7731540275458, -122.452684612088)"
4,Thursday,9AM,10AM,18MFF-0045,2010 HARRISON ST,1181504,,9:00,10:00,6745000,04/13/2011 12:51:16 PM,04/13/2011 12:51:32 PM,3767,79,Y,John's Catering #5,6008690.113,2106718.368,37.76513791,-122.4131511,"(37.7651379061087, -122.413151147372)"
2,Tuesday,9AM,10AM,18MFF-0045,2010 HARRISON ST,1181504,,9:00,10:00,6745000,04/13/2011 12:51:16 PM,04/13/2011 12:51:32 PM,3767,79,Y,John's Catering #5,6008690.113,2106718.368,37.76513791,-122.4131511,"(37.7651379061087, -122.413151147372)"
2,Tuesday,5AM,6AM,18MFF-0045,401 HARRISON ST,1181498,,5:00,6:00,6711000,04/13/2011 11:55:49 AM,04/13/2011 11:57:51 AM,3765,22,Y,John's Catering #5,6014952.697,2114445.91,37.7867056,-122.3920307,"(37.786705596962, -122.392030655401)"
5,Friday,11AM,12PM,18MFF-0045,1003 TURK ST,1181510,,11:00,12:00,12726000,04/13/2011 03:04:03 PM,04/13/2011 03:04:38 PM,759,1,Y,John's Catering #5,6005214.357,2112663.541,37.78126617,-122.4255961,"(37.7812661735253, -122.425596113366)"
3,Wednesday,6AM,6PM,15MFF-0145,699 08TH ST,773105,,6:00,18:00,417000,03/25/2016 03:03:43 PM,03/25/2016 03:23:18 PM,3783,9,N,Athena SF Gyro,6011407.936,2108484.173,37.77013861,-122.4038751,"(37.7701386094072, -122.403875074853)"
1,Monday,9AM,10AM,18MFF-0045,180 REDWOOD ST,1181505,,9:00,10:00,10955000,04/13/2011 12:54:43 PM,04/13/2011 12:56:20 PM,766,13,Y,John's Catering #5,6006840.402,2112413.13,37.78067035,-122.419953,"(37.7806703489639, -122.419953009575)"
2,Tuesday,12PM,1PM,18MFF-0045,400 HOWARD ST,1181506,,12:00,13:00,9506000,04/13/2011 01:01:09 PM,04/13/2011 01:01:38 PM,3720,8,Y,John's Catering #5,6014048.203,2115391.837,37.78925263,-122.3952263,"(37.7892526344794, -122.395226296171)"
5,Friday,2PM,3PM,18MFF-0045,1830 HARRISON ST,1181515,,14:00,15:00,6742000,04/13/2011 03:10:55 PM,04/13/2011 03:11:13 PM,3550,20,Y,John's Catering #5,6008637.233,2107758.361,37.76799052,-122.4134076,"(37.7679905171377, -122.413407603967)"
5,Friday,5AM,6AM,18MFF-0045,401 HARRISON ST,1181498,,5:00,6:00,6711000,04/13/2011 11:55:49 AM,04/13/2011 11:57:51 AM,3765,22,Y,John's Catering #5,6014952.697,2114445.91,37.7867056,-122.3920307,"(37.786705596962, -122.392030655401)"
5,Friday,8AM,9AM,18MFF-0045,2500 MARIPOSA ST,1181501,,8:00,9:00,8731000,04/13/2011 12:47:27 PM,04/13/2011 12:47:43 PM,3971,1,Y,John's Catering #5,6010070.803,2105976.819,37.7631792,-122.4083233,"(37.7631791971676, -122.408323348249)"
4,Thursday,10AM,11AM,18MFF-0045,164 14TH ST,1181507,,10:00,11:00,581000,04/13/2011 01:02:29 PM,10/24/2011 11:20:29 AM,3530,48,Y,John's Catering #5,6007598.909,2107968.054,37.76850793,-122.4170139,"(37.7685079333296, -122.417013921855)"
5,Friday,12PM,1PM,18MFF-0045,400 HOWARD ST,1181506,,12:00,13:00,9506000,04/13/2011 01:01:09 PM,04/13/2011 01:01:38 PM,3720,8,Y,John's Catering #5,6014048.203,2115391.837,37.78925263,-122.3952263,"(37.7892526344794, -122.395226296171)"
3,Wednesday,6AM,7AM,18MFF-0045,300 HOWARD ST,1181514,,6:00,7:00,7031000,04/13/2011 03:09:50 PM,04/13/2011 03:10:17 PM,3719,9,Y,John's Catering #5,6014306.088,2115638.547,37.78994438,-122.3943513,"(37.7899443832691, -122.394351318954)"
1,Monday,11AM,12PM,18MFF-0045,50 IVY ST,1181509,,11:00,12:00,0,04/13/2011 03:02:09 PM,04/13/2011 03:02:25 PM,811,1,Y,John's Catering #5,6007197.302,2111480.029,37.77812838,-122.4186521,"(37.7781283797338, -122.418652129997)"
1,Monday,10AM,11AM,18MFF-0045,1601 MARKET ST,1181508,,10:00,11:00,8756101,04/13/2011 03:00:19 PM,04/13/2011 03:00:38 PM,3505,1,Y,John's Catering #5,6006676.768,2110038.467,37.77414088,-122.4203505,"(37.7741408778527, -122.420350503908)"
1,Monday,6AM,7AM,18MFF-0045,560 MISSION ST,1181499,,6:00,7:00,9090000,04/13/2011 12:08:06 PM,04/13/2011 12:08:27 PM,3708,95,Y,John's Catering #5,6012999.87,2115261.926,37.78883757,-122.3988443,"(37.788837572632, -122.398844308239)"
2,Tuesday,9AM,10AM,18MFF-0045,610 BRANNAN ST,1181502,,9:00,10:00,3081000,04/13/2011 12:48:19 PM,04/13/2011 12:48:33 PM,3778,47,Y,John's Catering #5,6012838.449,2110730.28,37.77638572,-122.3990846,"(37.7763857241625, -122.399084594728)"
4,Thursday,6AM,7AM,18MFF-0045,400 HOWARD ST,1181506,,6:00,7:00,9506000,04/13/2011 01:01:09 PM,04/13/2011 01:01:38 PM,3720,8,Y,John's Catering #5,6014048.203,2115391.837,37.78925263,-122.3952263,"(37.7892526344794, -122.395226296171)"
5,Friday,6AM,7AM,18MFF-0045,300 HOWARD ST,1181514,,6:00,7:00,7031000,04/13/2011 03:09:50 PM,04/13/2011 03:10:17 PM,3719,9,Y,John's Catering #5,6014306.088,2115638.547,37.78994438,-122.3943513,"(37.7899443832691, -122.394351318954)"
2,Tuesday,11AM,12PM,18MFF-0045,270 MASONIC AVE,1181511,,11:00,12:00,8845101,04/13/2011 03:06:29 PM,04/13/2011 03:06:47 PM,1111,2,Y,John's Catering #5,5999007.462,2111999.805,37.77909105,-122.4470211,"(37.7790910539426, -122.44702105228)"
4,Thursday,8AM,9AM,18MFF-0045,2500 MARIPOSA ST,1181501,,8:00,9:00,8731000,04/13/2011 12:47:27 PM,04/13/2011 12:47:43 PM,3971,1,Y,John's Catering #5,6010070.803,2105976.819,37.7631792,-122.4083233,"(37.7631791971676, -122.408323348249)"
1,Monday,2PM,3PM,18MFF-0045,1830 HARRISON ST,1181515,,14:00,15:00,6742000,04/13/2011 03:10:55 PM,04/13/2011 03:11:13 PM,3550,20,Y,John's Catering #5,6008637.233,2107758.361,37.76799052,-122.4134076,"(37.7679905171377, -122.413407603967)"
2,Tuesday,10AM,11AM,18MFF-0045,251 11TH ST,1181516,,10:00,11:00,513000,04/13/2011 03:23:38 PM,04/13/2011 03:24:07 PM,3517,15,Y,John's Catering #5,6008300.489,2109398.599,37.77247531,-122.4146885,"(37.7724753140911, -122.414688457015)"
5,Friday,12PM,1PM,18MFF-0045,300 HOWARD ST,1181514,,12:00,13:00,7031000,04/13/2011 03:09:50 PM,04/13/2011 03:10:17 PM,3719,9,Y,John's Catering #5,6014306.088,2115638.547,37.78994438,-122.3943513,"(37.7899443832691, -122.394351318954)"
4,Thursday,10AM,11AM,18MFF-0045,1601 MARKET ST,1181508,,10:00,11:00,8756101,04/13/2011 03:00:19 PM,04/13/2011 03:00:38 PM,3505,1,Y,John's Catering #5,6006676.768,2110038.467,37.77414088,-122.4203505,"(37.7741408778527, -122.420350503908)"
4,Thursday,5AM,6AM,18MFF-0045,401 HARRISON ST,1181498,,5:00,6:00,6711000,04/13/2011 11:55:49 AM,04/13/2011 11:57:51 AM,3765,22,Y,John's Catering #5,6014952.697,2114445.91,37.7867056,-122.3920307,"(37.786705596962, -122.392030655401)"
2,Tuesday,6AM,7AM,18MFF-0045,400 HOWARD ST,1181506,,6:00,7:00,9506000,04/13/2011 01:01:09 PM,04/13/2011 01:01:38 PM,3720,8,Y,John's Catering #5,6014048.203,2115391.837,37.78925263,-122.3952263,"(37.7892526344794, -122.395226296171)"
2,Tuesday,10AM,11AM,18MFF-0045,400 HOWARD ST,1181506,,10:00,11:00,9506000,04/13/2011 01:01:09 PM,04/13/2011 01:01:38 PM,3720,8,Y,John's Catering #5,6014048.203,2115391.837,37.78925263,-122.3952263,"(37.7892526344794, -122.395226296171)"
1,Monday,11AM,2PM,18MFF-0045,2200 HAYES ST,1181512,,11:00,14:00,6834000,04/13/2011 03:07:21 PM,04/13/2011 03:07:42 PM,1191,39,Y,John's Catering #5,5997325.914,2109872.578,37.77315403,-122.4526846,"(37.7731540275458, -122.452684612088)"
3,Wednesday,8AM,9AM,18MFF-0045,1003 TURK ST,1181510,,8:00,9:00,12726000,04/13/2011 03:04:03 PM,04/13/2011 03:04:38 PM,759,1,Y,John's Catering #5,6005214.357,2112663.541,37.78126617,-122.4255961,"(37.7812661735253, -122.425596113366)"
5,Friday,7AM,8AM,18MFF-0045,555 CALIFORNIA ST,1181500,,7:00,8:00,10460000,04/13/2011 12:44:45 PM,04/13/2011 12:45:01 PM,259,26,Y,John's Catering #5,6011600.746,2116684.985,37.7926669,-122.4037853,"(37.7926668973726, -122.403785280289)"
3,Wednesday,11AM,12PM,18MFF-0045,270 MASONIC AVE,1181511,,11:00,12:00,8845101,04/13/2011 03:06:29 PM,04/13/2011 03:06:47 PM,1111,2,Y,John's Catering #5,5999007.462,2111999.805,37.77909105,-122.4470211,"(37.7790910539426, -122.44702105228)"
3,Wednesday,2PM,3PM,18MFF-0045,1830 HARRISON ST,1181515,,14:00,15:00,6742000,04/13/2011 03:10:55 PM,04/13/2011 03:11:13 PM,3550,20,Y,John's Catering #5,6008637.233,2107758.361,37.76799052,-122.4134076,"(37.7679905171377, -122.413407603967)"
4,Thursday,11AM,12PM,18MFF-0045,50 IVY ST,1181509,,11:00,12:00,0,04/13/2011 03:02:09 PM,04/13/2011 03:02:25 PM,811,1,Y,John's Catering #5,6007197.302,2111480.029,37.77812838,-122.4186521,"(37.7781283797338, -122.418652129997)"
1,Monday,9AM,10AM,18MFF-0045,1900 03RD ST,1181503,,9:00,10:00,186201,04/13/2011 12:49:12 PM,04/13/2011 12:49:27 PM,3992,3,Y,John's Catering #5,6015644.28,2106742.656,37.76559254,-122.3890999,"(37.7655925448088, -122.389099860237)"
4,Thursday,7AM,8AM,18MFF-0045,555 CALIFORNIA ST,1181500,,7:00,8:00,10460000,04/13/2011 12:44:45 PM,04/13/2011 12:45:01 PM,259,26,Y,John's Catering #5,6011600.746,2116684.985,37.7926669,-122.4037853,"(37.7926668973726, -122.403785280289)"
4,Thursday,12PM,1PM,18MFF-0045,400 HOWARD ST,1181506,,12:00,13:00,9506000,04/13/2011 01:01:09 PM,04/13/2011 01:01:38 PM,3720,8,Y,John's Catering #5,6014048.203,2115391.837,37.78925263,-122.3952263,"(37.7892526344794, -122.395226296171)"
2,Tuesday,12PM,1PM,18MFF-0045,300 HOWARD ST,1181514,,12:00,13:00,7031000,04/13/2011 03:09:50 PM,04/13/2011 03:10:17 PM,3719,9,Y,John's Catering #5,6014306.088,2115638.547,37.78994438,-122.3943513,"(37.7899443832691, -122.394351318954)"
5,Friday,11AM,12PM,18MFF-0045,50 IVY ST,1181509,,11:00,12:00,0,04/13/2011 03:02:09 PM,04/13/2011 03:02:25 PM,811,1,Y,John's Catering #5,6007197.302,2111480.029,37.77812838,-122.4186521,"(37.7781283797338, -122.418652129997)"
1,Monday,6AM,7AM,18MFF-0045,300 HOWARD ST,1181514,,6:00,7:00,7031000,04/13/2011 03:09:50 PM,04/13/2011 03:10:17 PM,3719,9,Y,John's Catering #5,6014306.088,2115638.547,37.78994438,-122.3943513,"(37.7899443832691, -122.394351318954)"
2,Tuesday,2PM,3PM,18MFF-0045,1830 HARRISON ST,1181515,,14:00,15:00,6742000,04/13/2011 03:10:55 PM,04/13/2011 03:11:13 PM,3550,20,Y,John's Catering #5,6008637.233,2107758.361,37.76799052,-122.4134076,"(37.7679905171377, -122.413407603967)"
1,Monday,7AM,7PM,16MFF-0139,201 BAY SHORE BLVD,848184,,7:00,19:00,2799106,09/08/2016 04:43:08 PM,09/08/2016 04:43:50 PM,5559,21,N,Reecees Soulicious,6011202.195,2099389.81,37.74515601,-122.4039467,"(37.7451560128034, -122.403946659673)"
1,Monday,11AM,12PM,18MFF-0045,270 MASONIC AVE,1181511,,11:00,12:00,8845101,04/13/2011 03:06:29 PM,04/13/2011 03:06:47 PM,1111,2,Y,John's Catering #5,5999007.462,2111999.805,37.77909105,-122.4470211,"(37.7790910539426, -122.44702105228)"
3,Wednesday,9AM,10AM,18MFF-0045,180 REDWOOD ST,1181505,,9:00,10:00,10955000,04/13/2011 12:54:43 PM,04/13/2011 12:56:20 PM,766,13,Y,John's Catering #5,6006840.402,2112413.13,37.78067035,-122.419953,"(37.7806703489639, -122.419953009575)"
3,Wednesday,10AM,11AM,18MFF-0045,400 HOWARD ST,1181506,,10:00,11:00,9506000,04/13/2011 01:01:09 PM,04/13/2011 01:01:38 PM,3720,8,Y,John's Catering #5,6014048.203,2115391.837,37.78925263,-122.3952263,"(37.7892526344794, -122.395226296171)"
3,Wednesday,12PM,1PM,18MFF-0045,400 HOWARD ST,1181506,,12:00,13:00,9506000,04/13/2011 01:01:09 PM,04/13/2011 01:01:38 PM,3720,8,Y,John's Catering #5,6014048.203,2115391.837,37.78925263,-122.3952263,"(37.7892526344794, -122.395226296171)"
3,Wednesday,3PM,4PM,18MFF-0045,251 11TH ST,1181516,,15:00,16:00,513000,04/13/2011 03:23:38 PM,04/13/2011 03:24:07 PM,3517,15,Y,John's Catering #5,6008300.489,2109398.599,37.77247531,-122.4146885,"(37.7724753140911, -122.414688457015)"
5,Friday,10AM,11AM,18MFF-0046,101 EXECUTIVE PARK BLVD,1181728,,10:00,11:00,5372202,08/29/2011 04:52:48 PM,08/29/2011 04:53:06 PM,4991,241,Y,Golden Catering,6013626.819,2086973.714,37.7111991,-122.3946933,"(37.7111991003088, -122.394693339395)"
3,Wednesday,8AM,9AM,18MFF-0048,1400 MINNESOTA ST,1181831,,8:00,9:00,9061000,10/24/2011 03:56:07 PM,10/24/2011 03:59:20 PM,4293,18,Y,Anas Goodies Catering,6015358.18,2101883.807,37.75223532,-122.38975,"(37.7522353219293, -122.38975002217)"
2,Tuesday,12PM,1PM,18MFF-0050,1570 BURKE AVE,1181889,,12:00,13:00,3376000,06/07/2011 04:06:49 PM,06/07/2011 04:07:23 PM,5203,66,Y,Park's Catering,6016270.581,2099130.191,37.74472502,-122.3864028,"(37.7447250168321, -122.386402793857)"
2,Tuesday,12PM,1PM,18MFF-0048,640 TENNESSEE ST,1181837,,12:00,13:00,12482000,10/24/2011 04:09:50 PM,10/24/2011 04:10:14 PM,3996,12,Y,Anas Goodies Catering,6015407.526,2106068.769,37.76372907,-122.3898717,"(37.7637290705316, -122.389871672284)"
3,Wednesday,9AM,10AM,18MFF-0048,601 MARIPOSA ST,1181841,,9:00,10:00,8714000,10/24/2011 04:15:23 PM,10/24/2011 04:15:45 PM,3996,13,Y,Anas Goodies Catering,6015409.889,2106241.563,37.76420366,-122.3898756,"(37.764203655834, -122.389875569211)"
2,Tuesday,11AM,12PM,18MFF-0048,3150 03RD ST,1181836,,11:00,12:00,196000,10/24/2011 04:05:10 PM,10/24/2011 04:05:34 PM,4355,6,Y,Anas Goodies Catering,6015963.746,2100918.2,37.74961753,-122.3875885,"(37.7496175291101, -122.387588501326)"
4,Thursday,11AM,12PM,18MFF-0048,3305 03RD ST,1181848,,11:00,12:00,197101,10/24/2011 04:23:52 PM,10/24/2011 04:24:09 PM,4502A,2,Y,Anas Goodies Catering,6016067.656,2100153.346,37.74752315,-122.3871758,"(37.7475231528558, -122.387175828519)"
5,Friday,12PM,1PM,18MFF-0050,1575 BURKE AVE,1181908,,12:00,13:00,3376000,06/17/2011 02:52:28 PM,06/17/2011 02:53:01 PM,5203,43,Y,Park's Catering,6016221.536,2099116.915,37.74468585,-122.3865715,"(37.7446858481632, -122.386571458803)"
4,Thursday,8AM,9AM,18MFF-0048,1315 ARMSTRONG AVE,1181833,,8:00,9:00,2458000,10/24/2011 04:01:22 PM,10/24/2011 04:01:38 PM,4851,17,Y,Anas Goodies Catering,6015946.968,2091286.248,37.72316921,-122.3869748,"(37.7231692072554, -122.38697483362)"
3,Wednesday,8AM,9AM,18MFF-0048,208 PENNSYLVANIA AVE,1181832,,8:00,9:00,10332000,10/24/2011 04:00:09 PM,10/24/2011 04:00:41 PM,4000,53,Y,Anas Goodies Catering,6014276.997,2106153.212,37.76389817,-122.3937878,"(37.763898172112, -122.393787763456)"
3,Wednesday,10AM,11AM,18MFF-0046,301 EXECUTIVE PARK BLVD,1181729,,10:00,11:00,5374000,08/29/2011 04:56:30 PM,08/29/2011 04:56:43 PM,4991,240,Y,Golden Catering,6014761.541,2086930.261,37.71114281,-122.3907684,"(37.7111428086172, -122.390768390822)"
4,Thursday,9AM,10AM,18MFF-0047,1265 GROVE ST,1181738,,9:00,10:00,6563000,05/12/2011 07:53:00 AM,05/12/2011 07:53:33 AM,1202,002D,Y,BH & MT LLC,6001768.446,2110797.364,37.77594681,-122.4373836,"(37.7759468088778, -122.437383577606)"
5,Friday,11AM,12PM,18MFF-0049,151 EXECUTIVE PARK BLVD,1181881,,11:00,12:00,51657000,03/28/2012 04:42:00 PM,04/10/2012 09:55:28 AM,4991,89,Y,Quan Catering,6013914.933,2087053.311,37.71143367,-122.3937031,"(37.7114336729248, -122.393703104382)"
3,Wednesday,11AM,12PM,18MFF-0048,1040 MARIPOSA ST,1181852,,11:00,12:00,8717000,10/24/2011 04:29:02 PM,10/24/2011 04:29:18 PM,3987,12,Y,Anas Goodies Catering,6014176.39,2106211.415,37.76405239,-122.3941398,"(37.7640523949866, -122.394139809417)"
4,Thursday,11AM,12PM,18MFF-0050,Assessors Block 4645/Lot015,1181907,,11:00,12:00,7254000,06/10/2011 09:37:16 AM,06/10/2011 09:37:36 AM,4645,15,Y,Park's Catering,6019359.973,2094482.884,37.73213495,-122.3753981,"(37.7321349519222, -122.375398078567)"
4,Thursday,6AM,8AM,18MFF-0050,2323 CESAR CHAVEZ ST,1181888,,6:00,8:00,2477000,06/07/2011 04:04:22 PM,06/07/2011 04:04:40 PM,4342,1,Y,Park's Catering,6012395.863,2100936.77,37.74947025,-122.3999277,"(37.7494702507258, -122.399927745604)"
4,Thursday,10AM,11AM,18MFF-0047,2145 MARKET ST,1181742,,10:00,11:00,8764101,05/12/2011 08:15:29 AM,10/24/2011 04:39:00 PM,3543,003B,Y,BH & MT LLC,6003915.65,2107389.843,37.76671242,-122.4297127,"(37.7667124225934, -122.429712749525)"
2,Tuesday,9AM,10AM,18MFF-0047,1265 GROVE ST,1181738,,9:00,10:00,6563000,05/12/2011 07:53:00 AM,05/12/2011 07:53:33 AM,1202,002D,Y,BH & MT LLC,6001768.446,2110797.364,37.77594681,-122.4373836,"(37.7759468088778, -122.437383577606)"
4,Thursday,10AM,11AM,18MFF-0050,3450 03RD ST,1181902,,10:00,11:00,198201,06/07/2011 04:31:45 PM,06/07/2011 04:32:12 PM,5211,29,Y,Park's Catering,6015841.403,2099487.67,37.74568281,-122.3879118,"(37.7456828142552, -122.387911761433)"
5,Friday,11AM,12PM,18MFF-0050,Assessors Block 4644/Lot008,1181887,,11:00,12:00,7253000,06/07/2011 03:53:06 PM,06/07/2011 03:53:52 PM,4644,8,Y,Park's Catering,6019956.89,2094023.408,37.73090615,-122.3733026,"(37.7309061503597, -122.373302577485)"
3,Wednesday,7AM,8AM,18MFF-0048,1420 CARROLL AVE,1181827,,7:00,8:00,3736000,10/24/2011 03:49:32 PM,10/24/2011 03:49:44 PM,4879,23,Y,Anas Goodies Catering,6015073.458,2091290.276,37.72313186,-122.3899947,"(37.7231318599658, -122.389994696076)"
5,Friday,9AM,10AM,18MFF-0048,640 TENNESSEE ST,1181837,,9:00,10:00,12482000,10/24/2011 04:09:50 PM,10/24/2011 04:10:14 PM,3996,12,Y,Anas Goodies Catering,6015407.526,2106068.769,37.76372907,-122.3898717,"(37.7637290705316, -122.389871672284)"
4,Thursday,11AM,12PM,18MFF-0050,Assessors Block 4755/Lot049,1181906,,11:00,12:00,5582000,06/10/2011 09:26:43 AM,06/10/2011 09:30:35 AM,4755,49,Y,Park's Catering,6018439.934,2092406.501,37.72638293,-122.3784348,"(37.7263829321822, -122.378434782668)"
5,Friday,9AM,10AM,18MFF-0050,220 NEWHALL ST,1181898,,9:00,10:00,9563000,06/07/2011 04:28:05 PM,06/07/2011 04:28:21 PM,5203,40,Y,Park's Catering,6016884.589,2098303.462,37.74248896,-122.3842221,"(37.7424889551109, -122.384222090489)"
4,Thursday,8AM,9AM,18MFF-0050,220 RANKIN ST,1181895,,8:00,9:00,10927000,06/07/2011 04:17:28 PM,06/07/2011 04:18:33 PM,5215,16,Y,Park's Catering,6014717.203,2099489.361,37.74562511,-122.3917992,"(37.7456251136816, -122.391799229195)"
3,Wednesday,8AM,9AM,18MFF-0048,815 TENNESSEE ST,1181829,,8:00,9:00,12484000,10/24/2011 03:54:20 PM,10/24/2011 03:54:32 PM,4059,001B,Y,Anas Goodies Catering,6015493.185,2105257.142,37.76150527,-122.3895187,"(37.7615052674833, -122.389518714761)"
1,Monday,8AM,9AM,18MFF-0050,1650 DAVIDSON AVE,1181894,,8:00,9:00,4615000,06/07/2011 04:16:16 PM,06/07/2011 04:16:47 PM,5215,22,Y,Park's Catering,6014534.608,2099729.914,37.74627548,-122.3924474,"(37.7462754843591, -122.392447441505)"
5,Friday,7AM,8AM,18MFF-0049,3305 03RD ST,1181882,,7:00,8:00,15086000,04/10/2012 09:51:35 AM,04/10/2012 09:55:52 AM,4502A,2,Y,Quan Catering,6016067.656,2100153.346,37.74752315,-122.3871758,"(37.7475231528558, -122.387175828519)"
3,Wednesday,10AM,11AM,18MFF-0047,2145 MARKET ST,1181742,,10:00,11:00,8764101,05/12/2011 08:15:29 AM,10/24/2011 04:39:00 PM,3543,003B,Y,BH & MT LLC,6003915.65,2107389.843,37.76671242,-122.4297127,"(37.7667124225934, -122.429712749525)"
3,Wednesday,8AM,9AM,18MFF-0050,2020 EVANS AVE,1181893,,8:00,9:00,5340000,06/07/2011 04:15:15 PM,06/07/2011 04:15:31 PM,4347A,0,Y,Park's Catering,6013465.912,2100189.507,37.74747802,-122.3961751,"(37.7474780240452, -122.396175096381)"
2,Tuesday,9AM,10AM,18MFF-0050,190 NAPOLEON ST,1181900,,9:00,10:00,9504000,06/07/2011 04:29:45 PM,06/07/2011 04:30:01 PM,4343,4,Y,Park's Catering,6012675.556,2100057.454,37.74707142,-122.3988988,"(37.747071424905, -122.398898846675)"
2,Tuesday,12PM,1PM,18MFF-0048,951 INDIANA ST,1181856,,12:00,13:00,7195000,10/24/2011 04:32:03 PM,10/24/2011 04:32:20 PM,4106,24,Y,Anas Goodies Catering,6014993.983,2104151.168,37.75844081,-122.391168,"(37.7584408101697, -122.391167953092)"
3,Wednesday,11AM,12PM,18MFF-0048,1090 26TH ST,1181854,,11:00,12:00,1500000,10/24/2011 04:30:34 PM,10/24/2011 04:30:51 PM,4293,15,Y,Anas Goodies Catering,6015145.524,2101602.523,37.75145118,-122.3904658,"(37.7514511815096, -122.390465773031)"
1,Monday,10AM,11AM,18MFF-0048,1411 MARKET ST,1181845,,10:00,11:00,8754101,10/24/2011 04:20:05 PM,10/24/2011 04:20:24 PM,3507,41,Y,Anas Goodies Catering,6007474.273,2110802.04,37.77628237,-122.4176459,"(37.7762823730273, -122.417645919077)"
1,Monday,8AM,9AM,18MFF-0050,250 NAPOLEON ST,1181891,,8:00,9:00,9504000,06/07/2011 04:11:10 PM,06/07/2011 04:11:26 PM,4343,21,Y,Park's Catering,6012192.748,2099863.298,37.7465114,-122.4005547,"(37.7465113997359, -122.400554729715)"
1,Monday,8AM,9AM,18MFF-0048,1400 MINNESOTA ST,1181831,,8:00,9:00,9061000,10/24/2011 03:56:07 PM,10/24/2011 03:59:20 PM,4293,18,Y,Anas Goodies Catering,6015358.18,2101883.807,37.75223532,-122.38975,"(37.7522353219293, -122.38975002217)"
4,Thursday,8AM,9AM,18MFF-0048,998 INDIANA ST,1181830,,8:00,9:00,7195000,10/24/2011 03:55:05 PM,10/24/2011 03:55:20 PM,4105,11,Y,Anas Goodies Catering,6014965.72,2103933.521,37.75784163,-122.3912505,"(37.7578416291379, -122.391250489057)"
1,Monday,9AM,10AM,18MFF-0048,640 TENNESSEE ST,1181837,,9:00,10:00,12482000,10/24/2011 04:09:50 PM,10/24/2011 04:10:14 PM,3996,12,Y,Anas Goodies Catering,6015407.526,2106068.769,37.76372907,-122.3898717,"(37.7637290705316, -122.389871672284)"
5,Friday,8AM,9AM,18MFF-0048,815 TENNESSEE ST,1181829,,8:00,9:00,12484000,10/24/2011 03:54:20 PM,10/24/2011 03:54:32 PM,4059,001B,Y,Anas Goodies Catering,6015493.185,2105257.142,37.76150527,-122.3895187,"(37.7615052674833, -122.389518714761)"
1,Monday,9AM,10AM,18MFF-0048,1750 FOLSOM ST,1181838,,9:00,10:00,5687000,10/24/2011 04:10:53 PM,10/24/2011 04:11:10 PM,3530,6,Y,Anas Goodies Catering,6007987.795,2108149.251,37.76902733,-122.4156816,"(37.7690273253983, -122.415681626119)"
3,Wednesday,12PM,1PM,18MFF-0048,700 PENNSYLVANIA AVE,1181843,,12:00,13:00,10336000,10/24/2011 04:17:07 PM,10/24/2011 04:17:30 PM,4167,10,Y,Anas Goodies Catering,6014404.744,2103845.96,37.75757006,-122.3931845,"(37.7575700580023, -122.393184466145)"
